id,booking_id,user_id,source_station,destination_station,journey_date,status,journey_type,total_fare,total_travel_time_minutes,total_layover_minutes,created_at,confirmed_at,cancelled_at,version
2066,BKG-20251231-HK66NNYY,892,Gwalior,Indore,2026-01-03,CONFIRMED,SINGLE_TRAIN,580,1389,0,2025-12-31T20:31:21.247Z,2025-12-31T20:37:25.260Z,,0
2067,BKG-20251231-DKGYG3UR,766,Hyderabad Deccan,Patna Junction,2025-12-29,CONFIRMED,SINGLE_TRAIN,4795,817,0,2025-12-10T05:27:25.853Z,2025-12-10T05:29:12.493Z,,0
2068,BKG-20251231-4NCNEAHW,460,Ahmedabad,Trivandrum Central,2026-01-28,CONFIRMED,SINGLE_TRAIN,3881,378,0,2026-01-22T08:19:33.714Z,2026-01-22T08:23:53.653Z,,0
2069,BKG-20251231-FXIMCZBI,635,Jodhpur,Pune Junction,2025-12-22,CONFIRMED,SINGLE_TRAIN,2745,530,0,2025-12-08T14:10:36.445Z,2025-12-08T14:10:54.764Z,,0
2070,BKG-20251231-LYVJ7Z0E,780,Ernakulam,Vadodara,2026-01-11,CONFIRMED,SINGLE_TRAIN,1333,929,0,2025-12-17T15:02:28.178Z,2025-12-17T15:06:14.930Z,,0
2071,BKG-20251231-3IVVEYSS,724,Jaipur,Udaipur City,2026-01-13,CONFIRMED,SINGLE_TRAIN,2164,1181,0,2025-12-21T13:32:32.445Z,2025-12-21T13:34:43.536Z,,0
2072,BKG-20251231-7XGASJHK,618,Howrah,Shri Mata Vaishno Devi,2026-01-26,PAYMENT_PENDING,SINGLE_TRAIN,3319,472,0,2026-01-24T23:31:01.716Z,,,0
2073,BKG-20251231-94CFYHVE,485,Bhopal Junction,Gwalior,2025-12-24,CONFIRMED,SINGLE_TRAIN,1311,845,0,2025-12-20T19:59:35.277Z,2025-12-20T20:07:29.685Z,,0
2074,BKG-20251231-KD3942S4,783,Jaipur,Ahmedabad,2026-01-18,CONFIRMED,SINGLE_TRAIN,3109,470,0,2025-12-22T17:23:13.175Z,2025-12-22T17:26:28.205Z,,0
2075,BKG-20251231-WN1ZXIVU,101,Ahmedabad,Visakhapatnam,2025-12-31,PAYMENT_PENDING,SINGLE_TRAIN,3165,1223,0,2025-12-04T14:27:13.747Z,,,0
2076,BKG-20251231-XEIBYIA1,620,Lucknow,Chennai Central,2025-12-21,CONFIRMED,SINGLE_TRAIN,652,372,0,2025-11-29T19:53:19.962Z,2025-11-29T19:57:17.692Z,,0
2077,BKG-20251231-FL61268R,142,New Delhi,Indore,2026-01-29,CANCELLED,SINGLE_TRAIN,1354,1240,0,2026-01-09T19:18:02.923Z,,2026-01-10T06:08:18.661Z,0
2078,BKG-20251231-SD4PQRYZ,914,Indore,Mumbai CST,2026-01-22,CONFIRMED,MULTI_TRAIN,901,1009,139,2026-01-15T11:21:28.752Z,2026-01-15T11:29:59.953Z,,0
2079,BKG-20251231-U1F17DXB,310,Ahmedabad,Mumbai Central,2026-01-08,CONFIRMED,SINGLE_TRAIN,1565,557,0,2025-12-28T18:05:00.339Z,2025-12-28T18:08:37.912Z,,0
2080,BKG-20251231-G6YTDHHJ,81,Visakhapatnam,Udaipur City,2026-01-16,CONFIRMED,MULTI_TRAIN,3667,1114,58,2026-01-10T00:30:19.868Z,2026-01-10T00:40:16.053Z,,0
2081,BKG-20251231-3KI7IBZI,519,Nagpur,Lucknow,2025-12-20,CONFIRMED,SINGLE_TRAIN,4570,1005,0,2025-12-06T10:20:40.703Z,2025-12-06T10:29:21.490Z,,0
2082,BKG-20251231-ABVGIGTW,680,Amritsar,Gwalior,2026-01-13,CONFIRMED,SINGLE_TRAIN,3963,738,0,2026-01-11T10:23:04.191Z,2026-01-11T10:27:41.322Z,,0
2083,BKG-20251231-UOK4LNS4,955,Jaipur,Udaipur City,2025-12-30,CANCELLED,SINGLE_TRAIN,1129,396,0,2025-12-24T10:24:00.189Z,,2025-12-24T18:14:04.820Z,0
2084,BKG-20251231-MKO84YKR,809,Bangalore City,New Delhi,2026-01-09,CONFIRMED,SINGLE_TRAIN,2281,288,0,2025-12-26T05:27:12.775Z,2025-12-26T05:34:30.883Z,,0
2085,BKG-20251231-GMIUMSJC,863,Ernakulam,Shri Mata Vaishno Devi,2025-12-28,CONFIRMED,SINGLE_TRAIN,2988,1124,0,2025-12-08T17:15:31.666Z,2025-12-08T17:24:08.406Z,,0
2086,BKG-20251231-R90M12J8,754,Trivandrum Central,Gwalior,2025-12-18,CONFIRMED,SINGLE_TRAIN,3786,1227,0,2025-11-27T09:51:55.488Z,2025-11-27T09:54:29.085Z,,0
2087,BKG-20251231-HTH8INPF,718,Bhopal Junction,Nagpur,2026-01-19,PAYMENT_PENDING,SINGLE_TRAIN,1127,461,0,2026-01-01T18:20:10.055Z,,,0
2088,BKG-20251231-07EVTBR6,400,Jaipur,Howrah,2026-01-09,CANCELLED,SINGLE_TRAIN,1996,253,0,2026-01-01T18:26:31.023Z,,2026-01-02T11:56:27.590Z,0
2089,BKG-20251231-KV3WDQBT,980,Nagpur,Udaipur City,2026-01-21,CONFIRMED,SINGLE_TRAIN,4318,1024,0,2026-01-04T10:31:57.602Z,2026-01-04T10:41:24.361Z,,0
2090,BKG-20251231-KF2FMUA4,319,Chennai Central,Ernakulam,2025-12-17,CANCELLED,SINGLE_TRAIN,2657,1364,0,2025-12-07T01:04:19.368Z,,2025-12-07T01:10:50.292Z,0
2091,BKG-20251231-LBEKEI2P,187,Nagpur,Patna Junction,2025-12-24,CONFIRMED,SINGLE_TRAIN,4581,1133,0,2025-12-19T09:27:39.743Z,2025-12-19T09:28:24.743Z,,0
2092,BKG-20251231-5ZGBHIG5,753,Jodhpur,Nagpur,2025-12-18,PAYMENT_PENDING,SINGLE_TRAIN,4030,988,0,2025-12-05T15:16:38.138Z,,,0
2093,BKG-20251231-NFEJ328J,228,New Delhi,Howrah,2026-01-08,CANCELLED,SINGLE_TRAIN,1543,672,0,2026-01-01T19:37:42.987Z,,2026-01-02T17:03:39.098Z,0
2094,BKG-20251231-C2E4YYJZ,115,Lucknow,New Delhi,2025-12-19,PAYMENT_PENDING,SINGLE_TRAIN,2319,793,0,2025-12-11T19:50:31.406Z,,,0
2095,BKG-20251231-IUP8JRQW,490,Agra Cantt,Jaipur,2026-01-01,CANCELLED,SINGLE_TRAIN,2800,887,0,2025-12-03T21:07:39.211Z,,2025-12-04T04:17:21.933Z,0
2096,BKG-20251231-JAXOUBHN,926,Amritsar,Lucknow,2026-01-03,CONFIRMED,SINGLE_TRAIN,4270,390,0,2025-12-07T10:16:07.115Z,2025-12-07T10:18:45.972Z,,0
2097,BKG-20251231-6FD2QR75,445,Mumbai CST,Amritsar,2026-01-13,CONFIRMED,SINGLE_TRAIN,1319,343,0,2026-01-03T22:46:15.351Z,2026-01-03T22:55:24.917Z,,0
2098,BKG-20251231-1V4JTVCJ,445,Agra Cantt,Bangalore City,2026-01-27,PAYMENT_FAILED,SINGLE_TRAIN,2010,309,0,2026-01-03T06:21:14.595Z,,,0
2099,BKG-20251231-XERRXB9A,830,Nagpur,Lucknow,2026-01-12,PAYMENT_PENDING,SINGLE_TRAIN,535,941,0,2026-01-03T17:55:14.305Z,,,0
2100,BKG-20251231-OPOKRAV8,595,Patna Junction,Chennai Central,2026-01-08,PAYMENT_PENDING,SINGLE_TRAIN,2264,416,0,2025-12-20T15:26:51.970Z,,,0
2101,BKG-20251231-N1RAROUV,711,Chennai Central,Trivandrum Central,2026-01-29,CANCELLED,SINGLE_TRAIN,3471,435,0,2026-01-15T00:35:10.977Z,,2026-01-15T16:42:17.344Z,0
2102,BKG-20251231-8UEJH6TP,771,Vadodara,Agra Cantt,2026-01-10,CONFIRMED,MULTI_TRAIN,3257,1003,110,2025-12-30T00:12:52.848Z,2025-12-30T00:13:29.618Z,,0
2103,BKG-20251231-CS7EH24X,536,Agra Cantt,Amritsar,2026-01-30,PAYMENT_PENDING,SINGLE_TRAIN,4518,824,0,2026-01-12T07:00:12.852Z,,,0
2104,BKG-20251231-YAM7YV45,790,Ahmedabad,Bhopal Junction,2026-01-15,PAYMENT_PENDING,SINGLE_TRAIN,1498,1423,0,2025-12-30T02:53:55.341Z,,,0
2105,BKG-20251231-7XYJJ9UO,463,Visakhapatnam,Mumbai CST,2026-01-10,CANCELLED,SINGLE_TRAIN,4903,693,0,2025-12-26T16:12:55.465Z,,2025-12-27T10:08:29.982Z,0
2106,BKG-20251231-7H8N7UI1,452,Bangalore City,Ahmedabad,2025-12-23,PAYMENT_PENDING,MULTI_TRAIN,3293,790,86,2025-12-09T13:28:19.544Z,,,0
2107,BKG-20251231-3QJMBTI2,207,Patna Junction,Agra Cantt,2026-01-21,CONFIRMED,SINGLE_TRAIN,863,1276,0,2026-01-07T20:12:54.774Z,2026-01-07T20:20:42.629Z,,0
2108,BKG-20251231-7UU79S0Y,288,Amritsar,Ernakulam,2026-01-11,CONFIRMED,SINGLE_TRAIN,767,539,0,2025-12-14T14:49:04.883Z,2025-12-14T14:57:36.803Z,,0
2109,BKG-20251231-Y3NEUU5C,722,Trivandrum Central,Bhopal Junction,2026-01-18,CONFIRMED,SINGLE_TRAIN,3850,1254,0,2026-01-12T18:31:56.512Z,2026-01-12T18:35:42.895Z,,0
2110,BKG-20251231-503JQOSM,397,Trivandrum Central,Indore,2025-12-19,CONFIRMED,MULTI_TRAIN,3747,730,54,2025-11-22T11:23:51.877Z,2025-11-22T11:31:41.347Z,,0
2111,BKG-20251231-RVSDLFVE,362,Mumbai Central,Mumbai CST,2025-12-29,PAYMENT_PENDING,SINGLE_TRAIN,4510,671,0,2025-12-22T15:30:50.313Z,,,0
2112,BKG-20251231-IXEG9C28,431,Mumbai CST,Vadodara,2026-01-01,CONFIRMED,SINGLE_TRAIN,530,368,0,2025-12-24T00:00:19.638Z,2025-12-24T00:03:14.396Z,,0
2113,BKG-20251231-13RTG63D,797,Jodhpur,Indore,2026-01-25,CONFIRMED,SINGLE_TRAIN,1603,941,0,2025-12-31T10:14:08.949Z,2025-12-31T10:16:07.904Z,,0
2114,BKG-20251231-1Z3NWASV,266,Ernakulam,Bhopal Junction,2025-12-31,CONFIRMED,SINGLE_TRAIN,1232,252,0,2025-12-04T05:28:04.892Z,2025-12-04T05:30:20.390Z,,0
2115,BKG-20251231-01J61DBK,371,Ernakulam,Gwalior,2026-01-11,CONFIRMED,SINGLE_TRAIN,4642,608,0,2025-12-15T17:08:05.202Z,2025-12-15T17:15:54.721Z,,0
2116,BKG-20251231-115VEM28,972,Amritsar,Ernakulam,2026-01-25,CONFIRMED,SINGLE_TRAIN,3395,902,0,2026-01-09T04:34:05.810Z,2026-01-09T04:40:07.003Z,,0
2117,BKG-20251231-MX2DTZT5,168,Pune Junction,Lucknow,2025-12-20,CONFIRMED,SINGLE_TRAIN,1109,1356,0,2025-12-01T04:59:16.890Z,2025-12-01T05:05:58.464Z,,0
2118,BKG-20251231-35C69D8B,312,Indore,Ahmedabad,2026-01-13,CONFIRMED,SINGLE_TRAIN,771,833,0,2026-01-10T00:39:42.390Z,2026-01-10T00:45:05.823Z,,0
2119,BKG-20251231-YTBYW7EE,972,Jaipur,Howrah,2025-12-23,CONFIRMED,SINGLE_TRAIN,1718,1103,0,2025-11-29T05:40:36.000Z,2025-11-29T05:41:33.609Z,,0
2120,BKG-20251231-VY3YITB8,211,Mumbai CST,Trivandrum Central,2025-12-25,CONFIRMED,SINGLE_TRAIN,4805,658,0,2025-12-21T10:23:58.499Z,2025-12-21T10:24:03.796Z,,0
2121,BKG-20251231-6MW4WV1V,759,Ahmedabad,Jaipur,2025-12-29,CONFIRMED,SINGLE_TRAIN,3793,1324,0,2025-12-26T00:30:33.269Z,2025-12-26T00:36:20.776Z,,0
2122,BKG-20251231-SR7W6WIJ,233,Ahmedabad,Udaipur City,2026-01-14,CANCELLED,SINGLE_TRAIN,3310,786,0,2025-12-19T03:07:03.793Z,,2025-12-19T08:02:58.466Z,0
2123,BKG-20251231-SECI4FES,62,Agra Cantt,Ahmedabad,2025-12-16,CONFIRMED,SINGLE_TRAIN,702,970,0,2025-11-19T17:26:07.730Z,2025-11-19T17:28:09.642Z,,0
2124,BKG-20251231-R0M5SRJN,857,Indore,Mumbai CST,2026-01-01,CONFIRMED,SINGLE_TRAIN,2353,1302,0,2025-12-15T00:34:15.857Z,2025-12-15T00:35:20.013Z,,0
2125,BKG-20251231-WGRF4HOW,628,Jaipur,Ahmedabad,2026-01-23,PAYMENT_PENDING,SINGLE_TRAIN,3498,327,0,2026-01-16T07:27:58.526Z,,,0
2126,BKG-20251231-PANLULYK,548,New Delhi,Visakhapatnam,2026-01-19,PAYMENT_PENDING,SINGLE_TRAIN,4673,250,0,2026-01-02T22:59:50.855Z,,,0
2127,BKG-20251231-PXIB18SA,870,Patna Junction,Ahmedabad,2026-01-03,PAYMENT_FAILED,SINGLE_TRAIN,2872,465,0,2025-12-24T07:31:10.244Z,,,0
2128,BKG-20251231-LRPN9Q2M,697,Patna Junction,Jaipur,2026-01-25,CONFIRMED,SINGLE_TRAIN,2947,357,0,2026-01-12T22:13:36.573Z,2026-01-12T22:14:34.311Z,,0
2129,BKG-20251231-7J5KBIUZ,884,Shri Mata Vaishno Devi,Bangalore City,2026-01-20,CONFIRMED,MULTI_TRAIN,4017,1420,143,2026-01-20T07:30:14.849Z,2026-01-20T07:39:29.505Z,,0
2130,BKG-20251231-XU009IRZ,26,Howrah,Visakhapatnam,2026-01-08,CANCELLED,SINGLE_TRAIN,2007,774,0,2026-01-04T08:36:01.826Z,,2026-01-04T23:59:36.583Z,0
2131,BKG-20251231-3RTUXFO3,424,New Delhi,Mumbai Central,2026-01-18,CONFIRMED,SINGLE_TRAIN,4180,1226,0,2026-01-03T13:42:45.161Z,2026-01-03T13:49:55.328Z,,0
2132,BKG-20251231-XU94TAH5,140,Trivandrum Central,Bangalore City,2025-12-23,CONFIRMED,SINGLE_TRAIN,1254,1095,0,2025-12-11T02:58:37.872Z,2025-12-11T03:04:51.323Z,,0
2133,BKG-20251231-417AM6L1,542,Gwalior,Ernakulam,2026-01-16,CONFIRMED,SINGLE_TRAIN,3441,819,0,2026-01-01T16:04:54.142Z,2026-01-01T16:07:31.353Z,,0
2134,BKG-20251231-KWNDS3FL,256,Indore,Trivandrum Central,2026-01-26,CONFIRMED,SINGLE_TRAIN,2199,250,0,2026-01-20T05:34:02.386Z,2026-01-20T05:36:15.640Z,,0
2135,BKG-20251231-WQMFZFHE,226,Chennai Central,Trivandrum Central,2026-01-11,PAYMENT_PENDING,MULTI_TRAIN,2464,999,168,2025-12-21T03:56:27.794Z,,,0
2136,BKG-20251231-5IN5V7PF,479,Indore,Ernakulam,2026-01-14,PAYMENT_PENDING,MULTI_TRAIN,3689,1225,162,2026-01-14T07:53:24.445Z,,,0
2137,BKG-20251231-Z13VQAU5,678,Hyderabad Deccan,Bhopal Junction,2025-12-28,CONFIRMED,SINGLE_TRAIN,521,370,0,2025-12-18T16:25:50.240Z,2025-12-18T16:35:41.451Z,,0
2138,BKG-20251231-09DPFSJN,495,Hyderabad Deccan,New Delhi,2025-12-25,CONFIRMED,SINGLE_TRAIN,1941,1226,0,2025-11-26T02:50:17.976Z,2025-11-26T02:55:01.703Z,,0
2139,BKG-20251231-CWLX5AOH,292,Ernakulam,Gwalior,2026-01-25,CONFIRMED,SINGLE_TRAIN,3999,697,0,2025-12-30T04:29:14.409Z,2025-12-30T04:31:00.796Z,,0
2140,BKG-20251231-8YMECFY9,539,Nagpur,New Delhi,2026-01-25,CONFIRMED,SINGLE_TRAIN,4366,403,0,2025-12-31T09:55:01.061Z,2025-12-31T10:00:33.428Z,,0
2141,BKG-20251231-XJR857GT,642,Shri Mata Vaishno Devi,Bangalore City,2025-12-20,PAYMENT_PENDING,SINGLE_TRAIN,3221,281,0,2025-12-16T14:35:07.907Z,,,0
2142,BKG-20251231-1XJVW8R8,168,Agra Cantt,Jaipur,2026-01-25,CONFIRMED,SINGLE_TRAIN,2199,342,0,2026-01-07T06:19:51.605Z,2026-01-07T06:21:14.649Z,,0
2143,BKG-20251231-HHXRSRIS,466,Nagpur,Agra Cantt,2026-01-08,CANCELLED,MULTI_TRAIN,1638,659,103,2025-12-13T01:05:51.160Z,,2025-12-13T06:20:05.555Z,0
2144,BKG-20251231-E7DVXESH,740,Bangalore City,Visakhapatnam,2025-12-23,CONFIRMED,SINGLE_TRAIN,2708,1317,0,2025-12-15T13:45:42.072Z,2025-12-15T13:45:50.168Z,,0
2145,BKG-20251231-JY8BRLGF,236,Ahmedabad,Lucknow,2025-12-29,CONFIRMED,SINGLE_TRAIN,4581,728,0,2025-12-01T01:24:06.232Z,2025-12-01T01:30:42.363Z,,0
2146,BKG-20251231-TDLCRBC5,193,Visakhapatnam,Ahmedabad,2026-01-10,CANCELLED,MULTI_TRAIN,1096,1071,67,2025-12-14T00:45:19.537Z,,2025-12-14T15:50:44.963Z,0
2147,BKG-20251231-R4LCFNIZ,498,Pune Junction,Mumbai Central,2025-12-31,CONFIRMED,SINGLE_TRAIN,3938,775,0,2025-12-29T20:51:18.871Z,2025-12-29T20:59:45.694Z,,0
2148,BKG-20251231-JQGXGIJR,33,Howrah,Visakhapatnam,2025-12-29,CONFIRMED,SINGLE_TRAIN,2936,699,0,2025-12-08T08:39:14.151Z,2025-12-08T08:42:42.857Z,,0
2149,BKG-20251231-NPONHADH,924,Chennai Central,Trivandrum Central,2026-01-10,COMPLETED,SINGLE_TRAIN,807,323,0,2026-01-10T03:36:55.343Z,2026-01-10T03:41:14.740Z,,0
2150,BKG-20251231-D22WKRAC,46,Agra Cantt,Amritsar,2026-01-23,CONFIRMED,SINGLE_TRAIN,877,878,0,2025-12-29T08:11:49.144Z,2025-12-29T08:16:48.840Z,,0
2151,BKG-20251231-MQ2MX60N,11,Agra Cantt,Udaipur City,2026-01-20,CONFIRMED,MULTI_TRAIN,3824,1255,174,2026-01-02T05:11:08.617Z,2026-01-02T05:16:23.162Z,,0
2152,BKG-20251231-2EVFGVIP,936,Ernakulam,New Delhi,2025-12-22,PAYMENT_PENDING,SINGLE_TRAIN,836,1363,0,2025-12-06T09:35:42.794Z,,,0
2153,BKG-20251231-J2MWAGQB,627,Howrah,Amritsar,2026-01-08,CONFIRMED,SINGLE_TRAIN,3073,1296,0,2025-12-21T23:37:51.637Z,2025-12-21T23:43:49.007Z,,0
2154,BKG-20251231-7SLGF59Y,484,Howrah,Jaipur,2026-01-06,CONFIRMED,SINGLE_TRAIN,4294,311,0,2025-12-08T20:02:26.503Z,2025-12-08T20:02:36.501Z,,0
2155,BKG-20251231-S0MU3KY9,724,Mumbai Central,Pune Junction,2025-12-21,CONFIRMED,SINGLE_TRAIN,2794,1099,0,2025-12-02T17:09:16.111Z,2025-12-02T17:16:04.948Z,,0
2156,BKG-20251231-WEQ37OFM,498,Nagpur,Jaipur,2026-01-30,CONFIRMED,SINGLE_TRAIN,4455,266,0,2026-01-27T00:50:50.018Z,2026-01-27T00:50:50.994Z,,0
2157,BKG-20251231-3L9CBH2H,781,Jaipur,Hyderabad Deccan,2025-12-27,SEATS_BLOCKED,SINGLE_TRAIN,3735,353,0,2025-12-02T00:53:58.835Z,,,0
2158,BKG-20251231-DW3C7SS1,594,Jodhpur,Indore,2026-01-30,CONFIRMED,SINGLE_TRAIN,3033,976,0,2026-01-15T05:12:30.333Z,2026-01-15T05:15:54.779Z,,0
2159,BKG-20251231-PC2N6JCS,438,Nagpur,New Delhi,2026-01-15,PAYMENT_PENDING,SINGLE_TRAIN,4298,646,0,2025-12-21T04:56:55.808Z,,,0
2160,BKG-20251231-A2DDQEFM,90,Pune Junction,Mumbai CST,2025-12-25,SEATS_BLOCKED,SINGLE_TRAIN,702,1223,0,2025-12-23T03:06:14.926Z,,,0
2161,BKG-20251231-HJEALTIY,742,Chennai Central,Ahmedabad,2026-01-06,CANCELLED,MULTI_TRAIN,4667,1171,122,2026-01-04T07:38:30.308Z,,2026-01-05T01:50:16.384Z,0
2162,BKG-20251231-HWUL7ZTL,2,Jodhpur,Amritsar,2025-12-20,CONFIRMED,SINGLE_TRAIN,1517,338,0,2025-11-29T18:01:34.872Z,2025-11-29T18:04:11.219Z,,0
2163,BKG-20251231-MNIJYV18,302,Shri Mata Vaishno Devi,Jodhpur,2026-01-24,PAYMENT_PENDING,SINGLE_TRAIN,4398,991,0,2026-01-11T14:25:18.419Z,,,0
2164,BKG-20251231-RCLCENBL,583,Vadodara,Trivandrum Central,2025-12-20,CONFIRMED,SINGLE_TRAIN,3467,841,0,2025-11-25T16:52:07.710Z,2025-11-25T16:58:02.011Z,,0
2165,BKG-20251231-4FEMMF1M,366,Vadodara,Bangalore City,2026-01-06,PAYMENT_PENDING,SINGLE_TRAIN,1592,1095,0,2025-12-30T23:48:38.969Z,,,0
2166,BKG-20251231-1I6LPWRC,91,Jodhpur,Vadodara,2025-12-31,CONFIRMED,SINGLE_TRAIN,1549,255,0,2025-12-26T22:58:21.457Z,2025-12-26T23:04:40.524Z,,0
2167,BKG-20251231-6K8WKOPO,723,Trivandrum Central,Indore,2025-12-18,CONFIRMED,SINGLE_TRAIN,4831,1099,0,2025-12-13T00:43:00.367Z,2025-12-13T00:48:02.060Z,,0
2168,BKG-20251231-RLFN3FXA,626,Shri Mata Vaishno Devi,Lucknow,2026-01-11,CANCELLED,SINGLE_TRAIN,2889,681,0,2025-12-24T17:02:27.785Z,,2025-12-25T15:21:03.544Z,0
2169,BKG-20251231-5AOFAGZU,849,Howrah,Shri Mata Vaishno Devi,2026-01-18,CONFIRMED,SINGLE_TRAIN,943,871,0,2026-01-05T12:19:31.469Z,2026-01-05T12:26:01.479Z,,0
2170,BKG-20251231-SSI2X4EN,443,Indore,New Delhi,2025-12-17,PAYMENT_PENDING,SINGLE_TRAIN,2614,261,0,2025-11-21T23:28:42.700Z,,,0
2171,BKG-20251231-XOC8ZRXV,114,Hyderabad Deccan,Shri Mata Vaishno Devi,2026-01-25,SEATS_BLOCKED,SINGLE_TRAIN,3719,893,0,2026-01-03T06:31:52.232Z,,,0
2172,BKG-20251231-F5TTF9RK,574,Jaipur,Mumbai CST,2025-12-17,CONFIRMED,SINGLE_TRAIN,3022,1185,0,2025-11-26T20:19:03.398Z,2025-11-26T20:20:33.306Z,,0
2173,BKG-20251231-UW275L0L,274,Amritsar,Ernakulam,2025-12-26,PAYMENT_PENDING,SINGLE_TRAIN,2225,1073,0,2025-12-21T12:28:17.768Z,,,0
2174,BKG-20251231-6HDIR1L8,113,Bhopal Junction,Udaipur City,2026-01-13,PAYMENT_FAILED,SINGLE_TRAIN,570,1330,0,2025-12-30T18:48:46.666Z,,,0
2175,BKG-20251231-9M9QVPWR,446,Ernakulam,Mumbai Central,2026-01-24,CONFIRMED,SINGLE_TRAIN,1999,776,0,2025-12-28T09:42:56.416Z,2025-12-28T09:44:36.396Z,,0
2176,BKG-20251231-U160SZCA,858,Amritsar,Ernakulam,2026-01-10,CANCELLED,SINGLE_TRAIN,3613,1085,0,2025-12-31T23:44:45.279Z,,2026-01-01T19:09:49.726Z,0
2177,BKG-20251231-O53RFY9A,976,Jodhpur,Udaipur City,2026-01-06,PAYMENT_PENDING,SINGLE_TRAIN,4958,1258,0,2025-12-25T16:36:11.419Z,,,0
2178,BKG-20251231-ASSXK6XQ,255,Agra Cantt,Mumbai CST,2026-01-09,PAYMENT_FAILED,SINGLE_TRAIN,3410,600,0,2025-12-18T03:50:06.443Z,,,0
2179,BKG-20251231-RRW9DMZV,804,Ahmedabad,Visakhapatnam,2026-01-30,PAYMENT_PENDING,SINGLE_TRAIN,1018,1315,0,2026-01-28T05:27:46.668Z,,,0
2180,BKG-20251231-IH92GVGA,115,Nagpur,New Delhi,2026-01-16,CONFIRMED,MULTI_TRAIN,4962,1174,100,2026-01-16T01:54:55.097Z,2026-01-16T01:59:42.991Z,,0
2181,BKG-20251231-NNCWVKSE,457,Jodhpur,Vadodara,2026-01-26,CONFIRMED,SINGLE_TRAIN,1281,762,0,2026-01-01T02:26:49.689Z,2026-01-01T02:33:40.333Z,,0
2182,BKG-20251231-YUJ1OBU7,259,Patna Junction,New Delhi,2025-12-24,PAYMENT_PENDING,SINGLE_TRAIN,4407,1364,0,2025-12-07T15:16:39.775Z,,,0
2183,BKG-20251231-6WL8FCVX,37,Mumbai CST,Indore,2025-12-19,CONFIRMED,SINGLE_TRAIN,4353,951,0,2025-12-01T19:16:35.100Z,2025-12-01T19:23:22.215Z,,0
2184,BKG-20251231-KZFKYP5O,268,Jaipur,Howrah,2026-01-03,CONFIRMED,SINGLE_TRAIN,594,244,0,2025-12-06T23:47:18.111Z,2025-12-06T23:55:30.779Z,,0
2185,BKG-20251231-JZ2N5G2J,710,Gwalior,New Delhi,2025-12-29,CONFIRMED,SINGLE_TRAIN,4684,684,0,2025-12-27T12:04:54.919Z,2025-12-27T12:09:44.270Z,,0
2186,BKG-20251231-H3QTXEFV,759,Vadodara,Patna Junction,2026-01-12,CONFIRMED,SINGLE_TRAIN,3840,1325,0,2026-01-10T08:10:13.275Z,2026-01-10T08:16:09.206Z,,0
2187,BKG-20251231-QV3HBV1C,79,Howrah,Jodhpur,2026-01-17,CONFIRMED,SINGLE_TRAIN,3181,635,0,2025-12-27T11:46:54.277Z,2025-12-27T11:54:14.166Z,,0
2188,BKG-20251231-S7FQNVAQ,111,Patna Junction,Ahmedabad,2026-01-28,CANCELLED,SINGLE_TRAIN,4572,348,0,2026-01-09T14:52:49.178Z,,2026-01-09T17:54:49.637Z,0
2189,BKG-20251231-M0V1422C,96,Mumbai Central,Bhopal Junction,2026-01-15,COMPLETED,SINGLE_TRAIN,3978,974,0,2025-12-24T06:39:59.253Z,2025-12-24T06:41:31.436Z,,0
2190,BKG-20251231-ISZ6EGPR,392,Bhopal Junction,Vadodara,2026-01-22,PAYMENT_PENDING,SINGLE_TRAIN,2128,973,0,2026-01-08T00:15:45.540Z,,,0
2191,BKG-20251231-EHP26EDM,389,Udaipur City,Vadodara,2026-01-25,PAYMENT_PENDING,SINGLE_TRAIN,4656,1379,0,2026-01-22T15:05:05.521Z,,,0
2192,BKG-20251231-WF63JDR2,592,Agra Cantt,Udaipur City,2025-12-30,CONFIRMED,SINGLE_TRAIN,4725,1290,0,2025-12-15T17:18:41.569Z,2025-12-15T17:25:13.327Z,,0
2193,BKG-20251231-GKJCSQJ9,938,Indore,Vadodara,2026-01-23,CONFIRMED,SINGLE_TRAIN,1449,1413,0,2026-01-18T09:11:56.975Z,2026-01-18T09:13:02.250Z,,0
2194,BKG-20251231-7OKEPCD9,624,Agra Cantt,Mumbai CST,2025-12-22,CANCELLED,SINGLE_TRAIN,4080,621,0,2025-11-23T06:55:48.999Z,,2025-11-23T08:33:11.208Z,0
2195,BKG-20251231-JODK8WIQ,116,Bhopal Junction,Ernakulam,2026-01-25,CONFIRMED,SINGLE_TRAIN,1904,1206,0,2026-01-13T02:27:04.441Z,2026-01-13T02:28:54.458Z,,0
2196,BKG-20251231-WYCT6QIW,972,Mumbai CST,Pune Junction,2026-01-10,SEATS_BLOCKED,SINGLE_TRAIN,2944,1011,0,2025-12-19T08:24:01.491Z,,,0
2197,BKG-20251231-5UR2WV6E,244,Bangalore City,Agra Cantt,2025-12-22,PAYMENT_PENDING,SINGLE_TRAIN,780,522,0,2025-12-21T12:51:34.994Z,,,0
2198,BKG-20251231-6XQUTVDG,621,Patna Junction,Ahmedabad,2025-12-28,PAYMENT_PENDING,SINGLE_TRAIN,2547,1241,0,2025-12-26T10:50:56.840Z,,,0
2199,BKG-20251231-JWCQQHZI,693,Amritsar,Bhopal Junction,2026-01-25,CONFIRMED,SINGLE_TRAIN,3372,852,0,2026-01-03T02:52:42.569Z,2026-01-03T02:53:49.652Z,,0
